gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
RAD51B	1	1	1.06067	0.934822	0.831524	0.797679	0.801978	0.867106	0.990366	1.18826	1.07252	1
AGPS	1	1	1.39583	1.31023	0.917426	1.04691	0.932149	1.18508	0.851417	1.08602	0.941134	1
EIF4G3	2	2	1.30478	0.928258	1.23265	1.07668	1.02082	0.933531	0.903467	1.08622	1.13866	1
NCOR1	2	2	1.31205	0.938798	0.964435	1.14892	1.10781	1.01058	1.11757	1.26747	1.32719	1
PTMA	29	6	1.12773	0.95	0.889608	0.955672	0.918721	1.08472	0.802956	0.986622	1.05188	1
ADSL	47	17	1.17291	1.20176	0.960237	1.13633	1.07636	1.16929	0.891958	1.07674	1.0594	1
FUOM	1	1	1.18922	1.29456	0.769859	1.00521	1.17714	1.10233	0.814262	1.02007	0.987889	1
UTP14A	5	5	1.0887	0.995437	0.851372	0.968242	0.884402	0.996494	0.770421	1.01285	0.975353	1
EPN1	4	3	1.56776	1.13031	1.29818	1.30862	1.40303	1.64572	1.18503	1.35224	1.22029	1
PRCP	15	9	1.34125	1.47789	1.03939	1.26254	1.14515	1.15225	0.902297	1.21263	1.11869	1
AHSA1	7	6	1.39136	1.30455	0.907838	1.08971	1.02288	1.33851	1.05713	1.07041	1.14169	1
PCYT2	41	17	1.262	1.30872	1.12125	1.2076	1.1235	1.19665	0.98587	1.1962	1.24886	1
MDH1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MDH2	212	21	1.27888	1.31125	1.05194	1.23471	1.09245	1.19624	0.938838	1.15401	1.11244	1
FBXL18	2	2	1.35392	1.28115	1.26755	1.39282	0.974362	1.19092	0.942326	0.970993	1.04311	1
NDUFAF5	4	3	1.35166	1.37468	1.2032	1.40266	1.18085	1.23004	1.07668	1.29264	1.35424	1
POGZ	1	1	1.01439	0.771743	0.871211	1.12179	1.07571	1.03954	1.07853	0.918955	1.04673	1
CISD2	1	1	1.71177	1.13887	1.31304	0.768365	1.38147	1.35854	1.1347	1.3208	1.17279	1
TP53BP1	7	7	1.32535	0.929033	1.02005	1.19832	1.15527	1.06503	1.10159	1.19059	1.31272	1
UQCRB	2	2	0.953457	1.0205	0.813855	0.961968	1.06961	0.996312	0.734364	1.06018	0.976478	1
RTN3	4	3	0.824547	0.712238	0.843015	0.562005	0.766517	0.92788	0.664373	0.738896	0.792399	1
SUB1	41	9	1.13218	1.25579	0.856843	1.15021	0.959446	1.15977	0.940827	1.09241	1.20412	1
IST1	3	3	1.21417	1.30227	1.00814	1.1011	1.06444	1.03953	0.796109	1.04429	1.05348	1
SEC24C	1	1	0.8871	0.477065	0.433934	0.63155	0.583133	0.990101	0.653112	0.719722	0.729685	1
DUS1L	2	2	1.34285	1.47865	1.198	1.11846	1.25977	1.04474	0.8957	1.23787	1.18408	1
CCT2	156	36	1.04255	1.16244	0.729137	0.920042	0.974662	1.12574	0.778149	1.00706	0.873708	1
PPM1G	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCT7	124	28	1.06338	1.28667	0.733909	0.95156	0.988892	1.07923	0.782607	1.04277	0.896671	1
HNRNPAB	12	7	1.35529	1.4875	1.01692	1.17519	1.2899	1.24345	1.01603	1.19879	1.06109	1
ZNF696	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT6	5	5	1.38883	1.35976	1.14815	1.32664	1.22545	1.40815	1.13681	1.24416	1.24379	1
SRGN	1	1	1.52153	1.10001	1.07328	1.09077	1.37015	1.09695	1.06215	1.20462	1.10601	1
CDK8	2	2	1.53781	1.51702	1.25337	1.39117	1.29029	1.41696	1.07858	1.31096	1.21139	1
SF3B4	2	2	1.68194	1.93638	1.15139	1.32257	1.23095	1.4088	1.12223	1.43825	1.10235	1
YBX1	15	10	0.888845	1.22678	0.394007	0.677403	0.958097	0.974413	0.696245	0.775693	0.734631	1
ARHGEF2	2	2	1.29929	0.955556	1.04666	1.10705	0.990631	1.10011	0.799865	1.06213	1.01769	1
ZFYVE27	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KHK	14	9	1.23494	1.21334	1.02056	1.18134	1.17641	1.23792	0.922456	1.13101	1.10487	1
AGK	3	3	0.911171	1.24878	0.70911	0.946129	0.794116	0.850154	0.694518	0.825018	1.05648	1
GLB1	14	9	1.34228	1.29256	0.979963	1.20704	1.1499	1.28776	0.972448	1.14609	1.126	1
RPS23	5	2	0.926922	1.15495	0.532266	0.701139	0.914028	0.895768	0.693608	0.909986	0.684231	1
RPS14	7	5	0.777591	1.04181	0.60196	0.728247	0.766754	0.869072	0.635142	0.712604	0.651114	1
PAGE5	2	1	1.18016	1.2272	1.21412	1.40864	1.42976	1.16702	0.799267	1.08113	1.40941	1
CARD8	5	5	1.01017	1.05273	0.95267	1.13403	1.0344	1.11764	0.84157	1.08413	1.12524	1
SSRP1	10	7	1.51439	1.50827	1.16763	1.3758	1.04424	1.37991	1.15459	1.23812	1.22651	1
EWSR1	8	5	1.24517	0.962306	1.01505	1.85087	1.44375	1.02709	0.948551	1.27294	1.11558	1
SRP19	2	2	1.76702	1.56934	1.05072	1.33768	1.53617	1.62436	1.28452	1.2888	1.57393	1
DMTN	3	3	1.16437	1.34685	0.872344	1.1499	1.13381	1.05548	0.835508	1.02452	1.0092	1
RPL22	6	4	0.580635	1.13248	0.373629	0.498843	0.633578	0.7357	0.480307	0.551121	0.480444	1
SNX3	3	2	1.20415	1.25549	0.937515	1.11715	0.990715	1.17127	0.931427	1.26377	0.908082	1
EIF3I	1	1	1.19424	1.111	0.687472	0.922949	0.845224	1.21948	0.715891	0.840767	0.850459	1
ESYT2	1	1	0.88276	0.917666	0.823351	1.15104	0.910088	1.44928	0.701681	1.16397	1.34993	1
LRRC59	3	3	1.19324	1.64923	0.828537	0.83711	0.932462	1.16907	0.7309	1.0682	0.846595	1
RRM2B	10	7	1.29634	1.28654	1.12426	1.19402	1.09995	1.14221	0.925246	1.20577	1.13767	1
MAPKAPK5	2	2	1.18308	1.27927	0.908158	1.11924	1.04171	1.27099	0.969704	1.20458	1.13052	1
TWF2	10	6	1.81929	1.95605	1.55398	1.91723	1.58398	1.80554	1.50322	1.48985	1.44802	1
KIF5B	3	3	1.46385	0.871956	1.3155	0.928195	0.855173	0.774335	0.932023	1.0203	0.863643	1
CCDC174	7	5	1.30216	1.23335	1.04192	1.21056	1.12779	1.18254	0.961928	1.09006	1.17034	1
PGK2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf33	3	3	1.36211	1.06515	1.11815	1.12365	1.058	1.45657	1.07268	1.13718	1.52031	1
TIA1	4	3	1.46441	1.52881	1.24116	1.21091	1.1774	1.35737	1.14558	1.09275	1.18549	1
CHMP2B	6	3	1.33909	1.35059	1.21097	1.2588	1.18686	1.2329	0.997538	1.20637	1.18509	1
NA	3	3	1.33197	1.24053	1.01867	1.31571	1.35259	1.57001	1.09877	1.32545	1.38769	1
CTNNBIP1	3	2	1.23544	1.15218	1.17423	1.24697	1.05988	1.14848	0.887416	1.17391	1.21742	1
JUP	6	5	1.07337	0.970147	0.945671	1.07512	0.896738	1.10236	0.843943	1.28214	1.21622	1
PCBD2	3	2	1.18749	1.10904	1.09108	1.03331	1.1261	1.30468	1.05772	1.15396	1.22782	1
HMGN1	3	2	0.915766	0.933232	0.754601	0.834644	0.916751	0.930278	0.621447	0.873388	0.962209	1
RBM17	3	3	1.45807	1.4043	1.13632	1.25186	1.11712	1.25051	1.10708	1.16359	19.5819	1
FUBP3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PYGO2	2	2	1.32877	1.34441	0.982498	1.11432	1.15709	1.29654	0.942078	1.03609	1.13173	1
AGFG1	3	2	1.75594	1.88827	1.40419	1.50341	1.34318	1.3833	1.15312	1.46368	1.41747	1
FLNC	73	53	1.53185	0.973602	1.36202	1.38466	1.27971	1.01924	1.37369	1.10843	1.3488	1
CREBBP	1	1	1.7353	1.30476	1.5243	1.67918	1.24738	1.27782	1.34087	1.27739	1.41448	1
HSPB1	9	5	1.27788	1.46909	0.896	1.0403	1.08679	1.27785	0.911686	1.12098	0.946443	1
ADAT2	10	6	1.28089	1.33524	1.057	1.15221	1.11429	1.24369	0.983406	1.18113	1.19509	1
TCEAL4	3	2	1.09111	1.22416	0.944197	1.27029	1.23242	1.38732	0.928116	1.10201	1.1881	1
ZAK	1	1	0.946176	0.869641	1.1377	0.983642	0.932244	1.14275	0.963948	0.941468	1.418	1
DOK3	2	2	1.11722	1.11768	1.04817	1.20435	0.998955	1.22943	0.947104	1.18383	1.24538	1
CCDC6	17	12	1.15693	1.26581	0.860376	1.11325	0.916307	1.11063	0.860632	0.997032	1.08161	1
NR2C1	1	1	1.24637	1.30499	0.996479	1.07785	1.00951	1.0849	0.863969	1.21818	1.08043	1
TCF12	1	1	1.17716	1.08169	0.986519	1.0386	0.894186	1.11209	0.892407	1.12152	1.10959	1
GLRX	2	2	1.62398	1.6347	1.24726	1.44506	1.25583	1.39632	1.00476	1.19932	1.25954	1
ECI2	14	8	1.5091	1.62261	1.12796	1.19739	1.29753	1.25904	1.07058	1.23747	1.2162	1
NPLOC4	12	9	1.33509	1.26555	0.997554	1.22601	1.09044	1.31643	1.13412	1.20697	1.27456	1
JUND	1	1	1.00883	1.08087	0.916531	0.912716	0.891902	0.964717	1.08023	1.12927	0.976615	1
ENGASE	5	5	1.20134	1.25103	1.05119	1.15294	0.961328	1.09338	0.927999	1.12982	1.1153	1
FBXO3	7	6	1.45641	1.33537	1.2213	1.41465	1.25014	1.42103	1.11147	1.23947	1.20396	1
RPL30	6	3	0.583729	1.19292	0.192152	0.323632	0.707661	0.676493	0.388241	0.576451	0.346808	1
UBTF	1	1	1.11923	1.12519	0.875992	0.941153	0.785387	1.05558	0.915431	0.959996	1.21374	1
DNMT1	37	28	1.79972	1.26322	1.47117	1.50232	1.2804	1.11694	1.58628	1.44022	1.49565	1
TXNRD2	2	1	1.12198	0.967928	0.912851	1.0006	1.15662	1.27656	0.861063	1.09143	1.11516	1
THUMPD1	39	17	1.29713	1.2859	1.12262	1.20025	1.1639	1.34445	0.983841	1.20402	1.12539	1
TBL1X	4	3	1.26967	1.27701	1.10657	1.27966	1.21611	1.28436	1.02202	1.38437	1.16908	1
HSPA5	108	37	1.34439	1.46928	0.993595	1.1759	1.10846	1.11308	0.877576	1.10479	1.04553	1
CDKN2D	2	2	1.42731	1.3952	1.28372	1.25122	1.15418	1.35803	0.964246	0.920876	1.02235	1
ARF4	3	2	1.53226	1.65358	1.34561	1.4334	1.13721	1.226	1.12946	1.26444	1.30985	1
CYHR1	3	3	1.14488	1.06122	0.947835	1.01262	1.02139	1.14852	0.871822	1.05828	1.0636	1
IDH3B	26	11	1.28885	1.25951	1.05613	1.19246	1.15619	1.33655	1.03029	1.18933	1.19845	1
NFIC	4	4	1.06531	1.15928	0.86645	0.987072	1.03764	1.24402	0.938199	1.50415	1.12271	1
ANKRD49	2	1	1.48336	1.41118	1.10212	1.21212	1.14044	1.25533	1.07196	1.2538	1.12847	1
LDHD	1	1	1.07725	1.02016	1.18549	0.962784	0.876059	1.02686	1.02598	1.12862	1.022	1
BROX	2	2	1.67262	1.31329	0.871936	1.0842	0.984502	1.36995	0.925822	1.00512	1.00317	1
SNRNP200	17	16	1.93268	1.30155	1.21873	1.59416	1.299	1.24201	1.50784	1.28742	1.5593	1
TRMU	2	2	1.19432	1.26301	0.869589	1.23408	1.10678	1.42193	1.10383	1.07845	1.20441	1
ZNF706	11	6	1.02656	1.13715	1.02188	1.04635	1.09368	1.18631	0.911482	1.14987	1.1584	1
MAGED1	1	1	1.25083	1.02339	0.975836	1.09215	1.06565	1.1771	0.859427	1.13132	1.0045	1
SARG	5	4	1.39478	1.61792	1.09187	1.36787	1.11063	1.23367	1.07472	1.47312	1.59424	1
BRIX1	1	1	0.653945	1.308	0.372567	0.544313	0.601059	0.60288	0.595668	0.594259	0.476416	1
CCNH	16	10	1.30492	1.26034	1.006	1.18397	1.14664	1.30573	1.02138	1.10555	1.22599	1
MNAT1	7	4	1.42756	1.36036	1.1202	1.23564	1.22793	1.29038	1.09787	1.25522	1.3605	1
GAN	7	6	1.36299	1.36459	0.93725	1.1537	1.05315	1.35753	0.953217	1.19813	1.14961	1
SPRR2E|SPRR2D|SPRR2B|SPRR2A|SPRR2F|SPRR2G	1	1	0.613252	0.508	0.646102	0.502375	0.37577	0.359009	0.282739	0.580184	0.822854	1
FTO	13	9	1.15456	1.23329	0.974248	1.2397	1.15915	1.28244	0.979143	1.13427	1.18213	1
UNK	1	1	1.18829	1.03693	0.757097	1.07893	0.956212	1.28825	0.927673	1.16756	1.08937	1
ZDHHC5	5	4	1.0501	1.08971	0.871561	1.14012	1.14087	1.20362	0.852518	1.07368	1.37004	1
PTP4A1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G12A	3	3	1.28189	1.68897	1.14508	1.23852	1.24033	1.17533	1.02858	1.30922	1.15613	1
AIFM1	22	13	1.40068	1.36072	1.15392	1.08073	1.25164	1.129	0.855807	1.14454	1.006	1
EML2	11	9	1.3699	1.32345	1.2501	1.50156	1.15592	1.51639	1.24888	1.2419	1.35488	1
AK2	122	16	1.21045	1.20232	0.947898	1.19362	1.02389	1.20431	0.907265	1.03681	1.08283	1
METTL5	9	5	1.31433	1.31695	1.10237	1.24084	1.23129	1.26724	1.04726	1.2677	1.18387	1
AASDHPPT	13	8	1.84848	1.62226	1.34677	1.56499	1.22	1.76623	1.33292	1.34494	1.37774	1
NA|BOLA2B|BOLA2	3	2	1.45246	1.44825	1.15266	1.41208	1.22232	1.5046	1.11285	1.25968	1.27773	1
RBM3	3	2	0.921576	1.05904	0.646499	0.877687	0.825467	0.976045	0.710709	0.799653	0.807155	1
XIAP	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBM10	3	3	1.17661	1.16889	1.11062	1.153	1.16317	1.21001	0.992831	1.18296	1.19169	1
GLO1	35	9	1.30188	1.28889	1.10358	1.19731	1.11215	1.24646	0.944349	1.18333	1.12234	1
ZWILCH	2	2	1.16052	1.26245	1.04423	1.18675	1.10928	1.18773	0.960152	1.1651	1.13091	1
SRC	1	1	1.38557	1.40247	1.1055	1.01218	0.985578	1.11751	0.791165	1.0335	1.12658	1
GYG1	4	1	1.21126	0.906451	1.02534	1.03257	1.00499	1.02586	0.933709	1.02755	1.15156	1
SULT1A1|SULT1A2	2	2	1.58448	1.28851	1.26678	1.04067	0.900911	0.956001	1.0772	1.11297	1.04144	1
CLNS1A	6	4	0.965877	1.07371	0.815923	1.07201	0.934801	1.27675	0.883583	0.886657	1.02744	1
CCNYL1|CCNY	1	1	1.03457	0.957929	0.765956	0.867317	0.806729	1.21755	0.743262	0.886562	0.885518	1
RBBP5	23	14	1.28026	1.36696	1.17424	1.18866	1.14925	1.10489	0.929064	1.20111	1.12343	1
DYRK1A	4	4	1.14152	0.947231	0.804797	1.15751	0.666383	1.21335	1.0049	0.998337	0.994137	1
GALK1	8	6	1.18777	1.10309	0.943587	1.05059	0.898572	1.12972	1.04011	1.16889	1.12868	1
BCAP31	18	11	0.977066	1.15219	0.484193	0.728185	0.972007	1.05253	0.672478	1.02158	0.677537	1
THOP1	57	24	1.30861	1.33574	1.08724	1.18526	1.06049	1.19439	0.97788	1.16773	1.19494	1
SUOX	7	5	1.35084	1.16459	1.12009	1.19966	1.12766	1.26327	0.96609	1.14686	1.15627	1
SGSH	5	5	1.46315	1.09906	1.17885	1.26493	1.10014	1.07499	1.00679	1.17234	1.19348	1
DYNLRB1	10	6	0.971162	1.16115	0.91089	1.03037	0.928268	1.07472	0.795928	0.955292	1.51873	1
TNIK	5	5	1.30135	0.941106	1.0389	1.2033	0.964032	1.02387	1.24852	1.2294	1.2018	1
PIN4	7	6	1.31695	1.42816	1.20195	1.28555	1.30661	1.33229	1.0428	1.32468	1.19808	1
RUVBL2	84	27	1.17672	1.31252	0.942731	1.12832	1.0576	1.15029	0.868851	1.10052	1.00406	1
CDYL	3	2	1.14042	1.18817	1.0836	1.02497	0.991262	1.0007	0.93342	1.16264	1.07089	1
DLAT	16	11	0.891302	1.07562	0.523562	0.709961	0.871034	1.01246	0.70112	0.846939	0.797178	1
NDUFS3	15	8	1.18307	1.34018	0.902327	1.11503	1.08226	1.18903	0.923756	1.04175	1.05361	1
SRRM1	4	3	1.97267	1.42983	1.29315	1.41988	1.3333	1.02178	1.65099	1.50541	1.33053	1
SUPV3L1	7	6	1.26897	1.32197	0.862022	1.03945	0.944736	1.28339	1.02467	1.11116	1.32117	1
ACTN4	139	30	1.38927	0.870955	0.988581	1.23484	1.04459	1.18117	1.04449	1.07708	1.13659	1
WBSCR22	1	1	1.50012	1.61278	1.31832	1.37136	1.39058	1.43462	1.26693	1.55655	1.22724	1
NFYA	1	1	1.2953	1.16309	0.997581	1.08017	1.04084	1.138	1.05129	1.2127	1.21557	1
RPP25	5	5	1.32083	1.27828	0.992901	1.08982	1.19743	1.32724	1.11615	1.30595	1.3341	1
PDCD10	11	7	0.943854	1.10152	0.650613	0.949794	0.770946	1.08885	0.758415	0.98702	0.900323	1
CAPZB	48	16	1.2782	1.33534	0.977381	1.17462	1.0703	1.26979	0.972735	1.13213	1.09026	1
PHF23	4	4	1.22626	1.24082	0.970491	1.18972	1.08477	1.27974	1.03006	1.21293	1.16088	1
DPM1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSNAX	40	13	1.30272	1.3618	1.09495	1.16226	1.13271	1.19735	0.972077	1.19262	1.12493	1
CDC25C	2	2	1.12998	1.22679	1.0951	1.16	1.01937	1.1723	0.987688	1.16168	1.14116	1
CDC25B	1	1	1.28753	1.33903	1.2294	1.29353	1.16821	1.26097	0.943778	1.18603	1.33089	1
TMLHE	3	3	1.24276	1.26804	0.916609	1.09094	1.10343	1.15077	0.861783	1.20356	1.07397	1
CASP7	4	3	1.26956	1.30172	0.964474	1.14836	1.13218	1.27553	1.00992	1.18501	1.20595	1
MAK16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS18	17	7	0.741874	1.19727	0.405313	0.586738	0.720148	0.79013	0.58281	0.751821	0.580474	1
ANXA5	5	4	2.00637	1.30191	0.79103	0.886422	0.959367	1.34927	0.932926	1.09046	1.03228	1
GNAI3	4	3	0.724882	0.958673	0.516058	0.824598	0.736742	0.952966	0.602434	0.724127	0.65794	1
TACC3	52	28	1.76947	0.984451	1.30344	1.55311	1.31282	0.958661	1.4063	1.4435	1.49368	1
UBA6	2	2	1.57789	0.833131	0.685478	0.874898	0.826362	0.746244	0.89054	1.16486	0.961461	1
KRT74	1	1	1.06683	1.03812	1.32017	0.875523	1.06297	1.06337	0.917997	1.00296	1.93114	1
PVRL2	3	3	0.942233	1.1738	0.917332	0.864864	0.961555	0.91683	0.670032	0.933046	0.825042	1
RFK	2	2	1.72175	1.28089	1.68359	1.38339	1.55373	1.53377	1.36014	1.74375	1.31329	1
RABGGTA	6	5	1.30793	1.29295	1.34699	1.38294	1.06787	1.24974	1.14932	1.1664	1.21022	1
UQCRH	6	3	1.12986	1.28306	0.89634	1.09156	1.15306	1.12849	0.807848	1.12849	1.11106	1
HNRNPC	2	2	0.635997	1.36636	0.407492	0.671306	0.585495	0.778437	0.544864	0.651529	0.800438	1
GPRIN1	11	10	1.40575	1.04882	1.15328	1.37029	1.26644	1.11538	1.03986	1.22527	1.29763	1
MMTAG2	1	1	0.786658	0.980627	0.556456	0.741031	0.824715	0.974065	0.652279	0.758721	0.772795	1
SNCA	1	1	1.20769	1.31583	1.53071	1.15881	0.980143	1.05653	0.950303	1.10398	1.15626	1
POLD2	5	5	1.35912	1.38889	1.17098	1.21881	1.17564	1.14052	0.937413	1.2374	1.10856	1
TRIM32	2	2	1.15799	1.22573	0.9648	1.25077	0.979212	1.1582	0.871791	1.22121	0.843949	1
FLII	2	2	1.13274	1.31507	0.907964	1.03553	0.917487	0.691594	0.663111	0.901333	0.829846	1
STK4	10	5	1.17827	1.07581	0.779288	0.946995	0.90206	1.1772	0.894202	1.10855	0.951672	1
MYNN	1	1	1.23913	1.3015	1.17078	1.07443	1.27754	1.16204	1.11235	1.3188	1.39331	1
ACO1	37	17	1.13548	0.915239	0.863819	1.19211	0.725	1.10772	0.95136	1.09998	1.29526	1
PCYT1A	4	3	1.80345	1.75076	1.45686	1.62671	1.48732	1.79881	1.38275	1.34926	2.27687	1
###RBM19###|WDR92	1	1	1.12652	1.1614	0.73608	0.921566	0.9798	1.23309	0.810039	1.01466	0.85363	1
AARS	71	33	0.848732	0.454298	0.463882	0.743774	0.488166	0.854257	0.9566	1.13639	1.11465	1
CARS	62	26	0.963724	0.959478	0.736819	1.02568	0.662354	1.09758	0.762075	0.900004	0.887139	1
TOE1	16	10	1.4352	1.45873	1.12268	1.27047	1.26516	1.25411	1.00685	1.09394	1.12431	1
SPTAN1	34	34	1.45963	1.01	1.12048	1.25495	1.20889	0.976001	1.26136	1.15338	1.3459	1
KRT17	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIA3	2	2	1.43165	1.05237	0.978135	1.22513	1.11949	1.11838	0.914429	1.14733	1.07839	1
ALS2	1	1	2.33051	2.07697	1.55283	2.17871	1.54417	1.84009	2.04402	2.21304	1.126	1
ZC3H11A	1	1	1.0481	1.07002	0.972721	1.26345	1.04017	1.25024	0.894486	1.08745	0.902119	1
UPF3B	3	2	0.891192	1.21601	0.619235	0.721869	0.888238	0.958869	0.658122	0.784036	0.657563	1
PPP1R2	22	6	1.16156	1.14107	0.920541	1.12012	1.02774	1.237	0.888141	0.981445	1.08537	1
PARS2	3	3	1.20461	1.05333	1.00839	1.24423	1.02591	1.15191	0.983978	1.08791	1.24524	1
ATG13	8	7	1.23892	1.17589	1.0284	1.12888	1.03513	1.11375	0.920182	1.11034	1.12334	1
PEF1	2	2	1.6943	1.50934	1.51379	1.46968	1.55299	1.836	1.38465	1.52263	1.37786	1
EIF2AK1	1	1	1.48597	1.42537	1.42209	1.56818	1.17261	1.29514	1.13054	1.22689	1.04186	1
PPIF	6	5	1.41261	1.54317	1.16636	1.35671	1.25914	1.52858	1.23343	1.29316	1.28146	1
ACTR10	6	5	1.34901	1.38536	0.933912	1.03185	1.11378	1.13597	0.87852	1.08588	1.01302	1
BMP2K	4	4	1.32591	1.01317	0.851498	1.14355	0.850264	1.25589	1.02176	1.21948	1.19308	1
PLOD3	5	4	1.25869	1.27558	0.911051	1.00568	0.995902	1.16203	0.900208	0.904933	1.0326	1
MICALL2	1	1	1.52506	1.17726	1.15843	1.36296	0.973676	1.13993	1.11813	1.1581	1.38495	1
VCX3A|VCX|VCX2	5	3	1.50242	1.54722	1.15661	1.30809	1.22745	1.23436	0.990963	1.3169	1.2319	1
DSC2	1	1	0.911029	0.999052	0.93691	1.11526	0.926993	1.15625	0.956934	1.10277	1.12933	1
DDB1	105	39	1.49145	1.03572	1.15445	1.34199	1.1846	0.949773	1.15927	1.28835	1.28308	1
CARKD	8	6	1.36109	1.47167	1.17238	1.27412	1.1607	1.16888	0.945113	1.31569	1.19189	1
TMED4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SWSAP1	1	1	1.56224	1.48297	1.34688	1.35398	1.14269	1.11879	0.997887	1.32535	1.24985	1
MRRF	2	2	1.2167	1.16876	0.92462	0.965709	1.06514	1.18655	0.910708	1.05206	1.0545	1
FAM213B	1	1	1.36958	1.27263	0.952577	1.2687	1.21607	1.53404	1.14921	1.17812	1.36577	1
TKT	143	31	1.02517	1.15887	0.815331	1.05128	0.903479	1.05165	0.8008	0.94074	1.09276	1
TRAJ56	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GEMIN7	3	2	1.2259	1.23882	1.09956	1.18499	1.16666	1.32612	1.01502	1.15848	1.18533	1
HIST1H4A	7	5	1.55178	2.3459	1.02434	1.05624	1.12694	0.960351	0.821541	0.957588	0.870782	1
KAT2A	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZCCHC9	2	2	0.87407	1.24904	0.708363	0.915057	0.931266	0.951518	0.810333	1.04507	0.836178	1
HAGHL	1	1	1.53384	1.29122	1.19675	1.25922	1.25411	1.22174	1.00449	1.24477	1.27893	1
SLC4A1AP	1	1	1.13428	1.05725	1.13823	1.23527	0.959588	1.13781	0.876814	0.930557	1.02313	1
NME3	6	3	1.41107	1.46212	1.03503	1.15087	1.20725	1.23375	0.992918	1.20025	1.12782	1
MDC1	2	2	1.3686	1.16297	1.20659	1.23566	1.09925	1.30661	1.18695	1.32296	1.35667	1
PREP	5	4	1.08729	1.06686	0.856789	0.886258	0.881908	0.944899	0.857597	0.943111	0.998636	1
MANF	13	7	1.23819	1.33193	0.982744	1.05777	1.12482	1.13709	0.928308	1.08344	1.06839	1
GDI2	96	25	1.23035	1.26882	1.09458	1.2321	1.07525	1.2314	0.970633	1.14742	1.18155	1
TRAP1	1	1	0.973128	1.12635	0.549034	0.856025	0.808857	1.03399	0.690491	0.787865	0.723801	1
CTSL	6	3	1.3134	1.01623	0.830799	1.04657	0.842392	1.26988	0.957651	0.962004	1.12164	1
EPCAM	2	2	0.666922	0.921575	0.52406	0.696893	0.764024	0.936269	0.634406	0.830097	0.768539	1
RAD51	2	2	1.31131	1.20881	0.847304	1.04335	0.910328	1.19588	1.03398	1.12549	1.20378	1
GTF2E2	1	1	1.61056	1.79503	0.885702	0.982607	1.02141	1.13676	0.852675	0.981024	1.01443	1
TSR3	1	1	1.24613	1.29238	0.888366	0.915046	1.10166	1.33356	1.0013	1.03046	1.08557	1
NUP153	25	19	1.30494	0.958306	1.0583	1.16252	1.09767	0.929433	1.08168	1.25059	1.31935	1
RANBP2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF428	4	2	1.21065	1.20366	1.10781	1.14194	1.09491	1.2101	1.03479	1.17057	1.2431	1
ELAC1	1	1	1.13836	1.1829	0.861794	1.09648	1.11179	1.31272	0.858776	1.00256	1.2046	1
DCTPP1	26	9	1.28436	1.335	1.13397	1.13772	1.19661	1.21989	0.982059	1.17504	1.27199	1
REEP5	2	2	1.31933	1.26472	0.666034	0.86555	1.25031	1.32467	0.908811	1.1328	0.894875	1
LRIF1	2	2	1.24923	1.27221	1.43183	1.17869	1.27435	1.33654	1.01403	1.2751	1.09817	1
MTRF1L	2	2	1.61761	1.4851	1.23295	1.41198	1.29945	1.4134	1.15832	1.30375	1.27003	1
APOA1BP	34	11	1.22984	1.20863	0.978353	1.1802	1.09645	1.2261	0.93179	1.12176	1.23733	1
B3GALTL	2	2	1.32952	1.27367	1.15728	1.29873	1.26783	1.35222	1.0923	1.2483	1.25102	1
CARS2	18	13	1.62058	1.23441	1.11146	1.23079	1.30507	1.38182	1.11187	1.1903	1.20308	1
LYRM1	3	2	1.28268	1.35141	1.31974	1.43644	1.16768	1.34107	1.19047	1.30897	1.61166	1
NA|EEF1E1	3	3	1.32727	1.37677	0.810756	0.938224	1.01627	1.16057	0.832753	1.0915	0.927721	1
NUP210L	1	1	1.99151	1.62163	2.31538	1.54618	1.86205	1.74429	1.34119	2.09094	1.46041	1
RPAP1	3	3	1.57668	1.19368	1.23236	1.40637	1.08178	1.11484	1.21453	1.2571	1.32282	1
NEDD1	3	3	1.00177	1.16069	1.41168	1.06661	0.898437	1.08984	0.846545	1.01074	0.942036	1
RPSA	18	8	0.641322	1.08909	0.259228	0.502395	0.578372	0.676255	0.426667	0.603781	0.496008	1
