gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
AP4B1	5	5	0.0247625	0.0642636	0.0590658	0.0573491	0.0936685	0.102543	0.38811	0.679045	0.717019	1
SAR1B	1	1	0	0.092837	0.0796709	0.33378	0.559044	0.787677	0.826089	0.99142	0.904428	1
FAM76B	1	1	0.0120622	0.0278351	0.0657249	0.142284	0.204148	0.536262	0.835474	0.911202	0.853305	1
VPS8	16	9	0.0211571	0.0382202	0.0442899	0.0419503	0.0673054	0.121965	0.669042	0.887278	0.786424	1
MED28	1	1	0.0820812	0.130836	0.161449	0.358785	0.41186	0.461948	0.716015	0.849059	0.660826	1
DOCK7	3	1	0.0272387	0.0440978	0.0655507	0.251795	0.548316	0.804543	0.940013	0.991108	0.833524	1
KPNA4	3	2	0.0952298	0.155438	0.208243	0.371677	0.634595	0.73528	0.959872	0.993807	0.738602	1
BPTF	4	4	0.101722	0.13334	0.154586	0.238828	0.27812	0.287744	0.608383	0.88713	0.869214	1
NFU1	2	1	0.105265	0.239371	0.208725	0.817917	1.08189	1.11737	1.16956	1.02817	1.21603	1
PRPF19	18	8	0.0558826	0.110573	0.694325	1.55634	1.47734	1.9031	1.64454	1.06638	0.940907	1
PAFAH1B1	28	11	0.0984544	0.403483	0.51491	0.811725	0.662044	0.89581	0.88674	1.02719	0.828231	1
ECH1	9	4	0.121049	0.165429	0.0603502	0.124522	0.817642	1.23559	1.37394	1.02254	1.032	1
ARHGAP5	5	5	0.0170098	0.0268843	0.0461713	0.0581275	0.0604881	0.0919603	0.654658	0.98423	0.839242	1
GTF2A1	2	1	0.179743	0.313584	0.277551	0.445085	0.485943	0.624022	0.693914	0.867375	0.771565	1
GTF2A2	8	4	0.569728	0.958847	0.712924	1.00707	0.957191	0.959219	1.06449	1.12272	0.847512	1
D2HGDH	3	3	0.0519331	0.11784	0.436024	1.05432	1.2919	1.44683	1.23878	0.999394	0.999553	1
NUBP1	16	8	0.0127076	0.0414203	0.0721399	0.232927	0.479731	0.827605	1.06372	1.09848	0.86057	1
OSGEP	17	7	0.0683458	0.207426	0.448465	0.567545	0.59974	0.802519	0.943048	0.953689	0.702412	1
DMAP1	2	2	0.0316055	0.162735	0.153106	0.25937	0.166311	0.290034	0.580631	0.870997	0.826175	1
PRPF6	3	2	0.032755	0.0445482	0.0675695	0.118256	0.126717	0.213245	0.280345	0.382948	1.24039	1
PROSC	9	5	0.0227805	0.0402104	0.0858559	0.192086	0.14946	0.248128	0.584612	0.95311	0.817517	1
ORAOV1	2	1	0	0	0.101079	0.1956	0.255731	0.73026	0.696513	0.896143	0.512629	1
COG2	5	4	0.020715	0.0342052	0.066313	0.0926735	0.119259	0.157637	0.264162	0.608253	0.790938	1
KLHDC8B	2	2	0.0306448	0.0966617	0.148846	0.130071	0.305603	0.501322	0.768575	0.812096	0.783148	1
STK38L	3	3	0.0107683	0.022625	0.0191654	0.020467	0.0324174	0.199118	0.610082	0.847126	0.765462	1
DLGAP4	3	2	0.062811	0.171101	0.320588	0.810951	0.870365	0.978514	1.02529	1.04047	0.831828	1
INPP5F	1	1	0	0	0.0206242	0.0344688	0.0916653	0.0892159	0.312036	0.900081	0.887786	1
RNF181	6	4	0.209513	0.392375	0.466093	0.606525	0.606087	0.830021	1.03942	0.987071	0.82019	1
OXSR1	11	6	0.0262174	0.0575902	0.0505363	0.0612807	0.0678285	0.133364	0.703506	0.945718	0.845059	1
GGPS1	6	3	0.0550585	0.369497	0.72639	0.964685	0.852757	1.02298	1.18584	1.14501	0.779547	1
DFFA	14	6	0.198938	0.266466	0.324272	0.658062	0.744755	0.880912	0.957456	1.03963	0.829401	1
AUH	3	3	0.0533642	0.0990945	0.112994	0.145173	0.223696	0.81025	1.07026	0.926069	0.987386	1
TNFAIP1	1	1	0	0.242837	0.0685463	0.147557	0.144949	0.9909	0.99344	0.765218	1.71615	1
PPID	27	15	0.00960357	0.0197191	0.0232015	0.0323182	0.0374482	0.0683877	0.40678	0.873036	0.814329	1
CTH	40	11	0.795374	0.888015	0.718857	0.885441	0.763864	0.879129	0.987241	1.00006	0.800938	1
XPO7	44	24	0.0496631	0.0671303	0.0773538	0.103706	0.496964	0.829582	1.02746	1.03322	0.816684	1
PTPN6	1	1	0	0.00994359	0.0186041	0	0.00281164	0.00943815	0.242569	0.922969	0.859179	1
GABPB1	2	2	0.016067	0.0282724	0.0777557	0.129957	0.118074	0.238277	0.527715	0.738549	0.659927	1
DEK	7	6	0.0517795	0.0684167	0.0639004	0.1017	0.180082	0.358506	0.7778	1.00439	0.819658	1
NUP214	19	14	0.0206935	0.0335831	0.0416065	0.0488341	0.0727246	0.196778	0.46012	0.648688	0.679461	1
APEX1	5	2	0.0118257	0.0444317	0.0563667	0.0690809	0.117061	0.412438	0.86116	1.02669	0.849142	1
CETN2	1	1	0.818858	1.1344	0.508768	1.49119	1.22512	0.869857	0.77228	0.863659	0.663325	1
KCNAB2	1	1	0.192234	0.446791	1.14321	0.769025	0.73054	0.955849	0.979938	0.924209	0.669264	1
CNOT3	1	1	0.0252725	0.0352838	0.0561721	0.112042	0.195086	0.379273	0.819176	0.925315	0.646603	1
ADSSL1	3	2	0.00895874	0.0730228	0.334676	0.552933	0.650747	0.771026	0.939846	0.942114	0.80849	1
IL18	3	2	0.0927232	0.390955	0.592741	0.72586	0.678746	0.882137	0.940463	0.940721	0.789703	1
SNCA	1	1	0.252556	0.379667	0.402082	0.630943	0.64348	1.03379	1.04157	1.04277	0.781687	1
RSRC2	1	1	0.0970153	0.0782729	0.0948945	0.189566	0.154849	0.339283	0.778885	0.729101	0.688137	1
DCAF6	4	3	0.0417447	0.19326	0.392277	0.579417	0.572255	0.720863	0.874337	0.980031	0.876539	1
TAOK1	7	6	0.0250522	0.0612154	0.064543	0.0885547	0.138702	0.669507	0.911018	0.922115	0.874726	1
NUDT10|NUDT11|NUDT4	1	1	0.0896509	0.143709	0.14944	0.196435	0.192397	0.327182	0.572897	0.757433	0.814022	1
DTL	2	2	0.0319417	0.029834	0.0158948	0.034009	0.112954	0.341093	0.551313	0.735349	0.696387	1
COQ3	1	1	0.0306104	0.164892	0.400224	1.10879	1.32423	0.848829	1.32742	1.00463	1.1341	1
THRAP3	3	3	0.0840599	0.125733	0.116234	0.191366	0.238457	0.387448	0.590302	0.756045	0.716996	1
C16orf13	4	2	0.0499221	0.0832407	0.129184	0.167144	0.228804	0.555218	0.931856	1.04545	0.799518	1
CST3	2	1	0.199205	0.281522	0.283982	0.543924	0.546094	0.607694	0.691668	0.867664	0.743685	1
WDR7	1	1	0	0.0570202	0.0309176	0.0298135	0	0.276919	0.661856	0.693187	0.823293	1
FAM21C	17	12	0.148483	0.120786	0.134825	0.216525	0.283243	0.378025	0.890983	0.94707	0.790016	1
USP15	35	18	0.0266226	0.045363	0.0646801	0.0776864	0.0963161	0.227119	0.906415	1.0176	0.815958	1
RPS8	6	4	0.0525019	0.0904288	0.145304	0.548594	0.4057	0.519657	0.955291	0.646685	0.788536	1
CHAMP1	2	2	0.0323378	0.0499187	0.0742574	0.111327	0.163094	0.376875	0.705025	0.919346	0.816212	1
HAT1	18	6	0.0185882	0.028907	0.0377938	0.0500604	0.129501	0.538398	0.952628	1.02904	0.816436	1
WDR61	7	4	0.00945874	0.0366777	0.0774088	0.284098	0.47921	0.667931	0.661175	0.837274	0.811461	1
AMD1	1	1	0.0349285	0.0336666	0.117871	0.223354	0.308209	0.450448	0.723253	0.96213	0.786319	1
UBE2Q1	6	5	0.0247735	0.0337386	0.0312706	0.0449797	0.0837716	0.232446	0.735687	0.90092	0.821189	1
GMFG	2	2	0.0357367	0.0487287	0.0592907	0.0839322	0.168541	0.396952	0.745122	0.924275	0.876123	1
SSSCA1	5	4	0.254051	0.301314	0.361505	0.570229	0.751929	1.01288	1.25919	1.22825	0.871296	1
DHX16	9	6	0.0287902	0.0478261	0.0491362	0.0800745	0.127108	0.291358	0.663872	0.911615	0.737807	1
OGDHL	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH3BP5	1	1	0.0681112	0.160083	0.364279	0.358528	0.437874	0.814929	0.991068	1.13486	0.901041	1
TUSC2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PUF60	19	9	0.0169954	0.0316974	0.0423538	0.0607891	0.0995099	0.35982	0.610272	0.800555	0.741807	1
SHKBP1	1	1	0.179431	0.280251	0.231692	0.421797	0.450377	0.646182	0.707793	0.839137	0.646525	1
UBA3	18	10	0.0370972	0.0539929	0.0855584	0.0947646	0.124845	0.485613	0.869687	0.942502	0.789989	1
USO1	51	23	0.0172659	0.0228224	0.0321123	0.039562	0.103738	0.597314	1.08927	1.12691	0.855964	1
HDAC6	8	4	0.0210586	0.0536857	0.112663	0.140399	0.227858	0.397655	0.785693	0.916302	0.818058	1
TRPC4|RCL1	1	1	0.0293172	0.192786	1.00494	0.853985	0.189271	0.18229	1.26394	1.04715	0.258997	1
ATG7	24	15	0.0167182	0.0378657	0.0688416	0.0835899	0.15173	0.611455	0.987031	1.05475	0.828496	1
NA	13	4	0.816553	1.09094	0.798962	1.03997	0.901335	0.91197	0.958349	1.03235	0.838167	1
PTP4A2	2	2	0.121633	0.155793	0.164809	0.345119	0.489476	0.715617	0.816592	0.851688	0.804987	1
PPP1R8	7	5	0.0144506	0.0341133	0.0446119	0.0612961	0.225285	0.64695	1.02701	1.06594	0.819678	1
RAP1B|RAP1A	3	2	0.14919	0.217732	0.231329	0.408401	0.543499	0.801398	0.924405	0.751381	0.809215	1
FOXK2	1	1	0.00988242	0.0201943	0.0125243	0.0125027	0	0.0571991	0.258657	0.613889	0.669264	1
AFF1	1	1	0.0534221	0.0213841	0.101339	0.197635	0.206879	0.297498	0.854816	0.864664	0.945176	1
HBZ	45	8	0.415549	0.8101	0.717512	1.03866	0.825259	0.89606	0.953779	1.0103	0.790688	1
KLC1	19	11	0.0130809	0.0272892	0.0407784	0.0377936	0.175683	0.828764	1.09284	1.06938	0.816977	1
POLE	5	5	0.0212843	0.0384415	0.0413482	0.0585863	0.0710928	0.108348	0.220453	0.6501	0.68583	1
VPS37B	6	4	0	0.0100104	0.020595	0.0628889	0.0625136	0.223779	0.646398	0.811589	0.805267	1
UPF2	10	6	0.028997	0.0510717	0.0568402	0.0783078	0.0989792	0.164202	0.672398	0.903169	0.840318	1
PSMD2	46	24	0.0573701	0.0826667	0.132968	0.420694	0.570759	0.746684	0.923811	0.873342	0.760209	1
SETDB1	6	5	0.0334198	0.0346689	0.0340757	0.0503958	0.0634626	0.0926026	0.308434	0.680411	0.712148	1
ACY1	54	16	0.389398	0.507946	0.521563	0.624497	0.598934	0.862944	1.03434	1.01547	0.827967	1
HCFC1	1	1	0	0.23938	0.190439	0.215229	0.222095	1.07862	0.555596	0.400972	0.661706	1
ARID3B	1	1	0	0.0674227	0.250657	0.219203	0.340471	0.320495	0.704742	0.756127	0.872041	1
FAM91A1	6	6	0.0313758	0.0429498	0.0437807	0.138261	0.400202	0.715279	0.875242	0.912225	0.782319	1
PTPN2	5	3	0.0235294	0.0372078	0.0276637	0.03954	0.042871	0.0667467	0.695754	0.980628	0.814915	1
MMAB	7	4	0.343751	0.599199	0.763168	0.987597	0.949406	1.15439	1.1854	1.0085	1.01048	1
TMA16	2	1	0.0240664	0.0474569	0.109398	0.0893826	0.0634896	0.183391	0.412013	0.726174	0.766204	1
MVB12A	4	3	0.0158061	0.0164088	0.0252646	0.0407188	0.0680192	0.119485	0.586235	0.839356	0.785476	1
DNAJA3	3	2	0.131522	0.261344	0.268866	0.323871	0.363571	0.453015	0.583794	0.714526	0.724788	1
RAB12	6	5	0.0293857	0.0649805	0.12835	0.45	0.683034	0.924822	1.0157	1.08619	0.839844	1
OXCT1	17	8	0.0251404	0.048106	0.0598577	0.152203	0.745502	1.13843	1.22733	1.04468	1.05128	1
WBSCR16	10	7	0.353118	0.822427	0.776078	1.13535	1.09062	1.1688	1.11828	0.968194	0.95865	1
ISCA2	5	4	0.0335848	0.0696065	0.0929509	0.240064	0.483113	0.746177	0.963007	0.943	0.979703	1
DHRS11	9	3	0.0369038	0.0572292	0.106064	0.335655	0.666802	0.903535	1.01028	0.948287	1.07253	1
UTP20	1	1	0.0411604	0.148955	0.635177	0.477033	1.06	0.21165	0.804935	0.734358	0	1
NUP155	6	5	0.0154293	0.0413664	0.0398375	0.044273	0.064163	0.274031	0.441578	0.638885	0.780448	1
IRF2BP1	2	2	0	0	0.0394026	0.053803	0.0740479	0.150521	0.2026	0.369848	0.746491	1
WDR62	5	4	0.0189312	0.0375753	0.0556942	0.078752	0.1277	0.248599	0.681051	0.755457	0.756059	1
AKAP8L	6	4	0.00787851	0.0188467	0.0251368	0.0290963	0.0394389	0.0999767	0.325981	0.679156	0.694147	1
CENPH	5	3	0.0145142	0.0400828	0.0494937	0.0539633	0.0688957	0.120363	0.24952	0.579741	0.65449	1
SRSF11	3	2	0.00214705	0.0583315	0.0622364	0.0701589	0.0674546	0.193139	0.496797	0.60561	0.834454	1
CCDC59	1	1	0.049369	0.0980198	0.131201	0.185852	0.251637	0.545467	0.998422	1.02914	0.746108	1
DNAJC12	7	3	0.13706	0.183344	0.198643	0.376091	0.482028	0.642989	0.897396	0.982735	0.837845	1
YTHDF1	1	1	0.0343179	0.0353925	0.0461704	0.0842211	0.0909847	0.128745	0.193827	0.338155	0.59163	1
ALKBH4	3	2	0.056864	0.0486823	0.071313	0.0811538	0.0977006	0.164688	0.654783	0.951288	0.775004	1
FAM117A	7	5	0.0457363	0.081618	0.13248	0.300009	0.404867	0.603396	0.827745	0.913095	0.786285	1
RPL17	4	1	0.0891396	0.198111	0.242509	1.18794	1.0095	1.11101	1.00383	0.915927	0.799731	1
KIAA1468	5	4	0.0083488	0.00103516	0.0103236	0.0269412	0.0631661	0.195939	0.666619	0.897231	0.843122	1
UCK2	9	4	0.021019	0.109814	0.254614	0.375414	0.408301	0.595028	0.922683	1.02379	0.864406	1
FTL	2	2	0.844994	1.14412	0.574452	0.91602	1.17427	0.86678	1.30107	0.788122	0.745623	1
FTH1	8	5	0.526587	0.680296	0.402689	0.62931	0.948237	0.64677	0.961225	0.780485	0.759054	1
ANXA1	92	24	0.00839808	0.0205429	0.0281436	0.0324806	0.0390127	0.103326	0.852748	1.03657	0.866984	1
CSTB	6	2	0.0548978	0.0619455	0.121878	0.450953	0.657126	0.866471	0.96961	1.03248	0.759495	1
NSF	5	3	0.128143	0.138231	0.191887	0.21809	0.257404	0.893928	1.35258	1.11154	0.849248	1
MTRF1	1	1	0.109064	0.0978498	0.185998	0.207113	0.225113	0.436889	0.816523	0.959849	1.10048	1
SRP72	13	7	0.0148618	0.0213855	0.0279758	0.0383286	0.0494531	0.0537632	0.683521	0.955581	0.764476	1
ELMO1	1	1	0.0173306	0.0682435	0.0791255	0.0887241	0.102221	0.713124	1.77455	1.35744	1.13903	1
MRPS27	3	2	0.0392342	0.0864963	0.122126	0.147914	0.201836	1.1553	1.70868	0.912455	0.933587	1
WASF1	1	1	0.0761672	0.158316	0.16311	0.314065	0.372107	0.739071	0.89133	0.944303	0.698226	1
HSP90B1	78	30	0.131903	0.174388	0.133365	0.404262	0.592693	0.790782	0.890678	0.987702	0.747892	1
PPP1CB	5	2	0.0462258	0.0672957	0.159896	0.312372	0.421207	0.683393	1.00062	1.04775	0.844484	1
RABGAP1	13	9	0.045745	0.0587758	0.0470024	0.0688161	0.174688	0.457882	0.861243	0.913957	0.794597	1
ETHE1	8	6	0.10129	0.705783	0.845404	1.17944	1.03388	1.13251	1.11833	1.03148	0.956031	1
ACSL3	4	3	0.0533308	0.0811681	0.0628058	0.117679	0.242064	0.565544	0.893064	0.93558	0.892958	1
PDCD6IP	71	37	0.019076	0.0309904	0.0368491	0.0439635	0.0484352	0.0616448	0.683028	1.01166	0.810707	1
NUP133	9	7	0.0200665	0.0467	0.0597156	0.0732583	0.13454	0.364154	0.669496	0.746045	0.755589	1
NUP88	2	2	0.00717012	0.00553361	0.00639464	0.00604751	0.00755326	0.0310107	0.253271	0.536163	0.610066	1
MED15	6	4	0.0778224	0.0999997	0.166179	0.222196	0.268719	0.432193	0.730527	0.910915	0.844804	1
NA	2	1	0.0390763	0.04208	0.043626	0.0526571	0.0570247	0.124601	0.587858	0.902998	0.832092	1
MAPT	2	2	0.605092	0.699674	0.524918	0.678066	0.707518	0.942746	0.91037	0.915476	0.778568	1
ITGB1BP1	1	1	0.0293667	0.132282	0.112429	0.171033	0.25565	0.429862	0.619463	0.805235	0.679856	1
EDC3	2	1	0.0831676	0.124174	0.114452	0.129782	0.17497	0.227047	0.517511	0.769221	0.662526	1
SERPINH1	37	12	0.0572108	0.0775189	0.0712568	0.168623	0.462086	0.700817	0.786231	0.939357	0.794799	1
SERPINB8	1	1	0.0253406	0.170578	0.278622	0.432784	0.55398	0.676339	0.798139	0.936105	0.76468	1
SERPINB9	30	9	0.0412287	0.0648326	0.228257	0.743345	0.822512	0.928373	1.03877	1.04268	0.849608	1
LSM4	18	4	0.941175	1.25166	0.969811	1.22674	1.07853	1.24718	1.1197	0.98489	0.856345	1
MMS22L	4	4	0.0118552	0.0348756	0.0678235	0.0694203	0.0763882	0.128479	0.210392	0.202045	0.660869	1
MCTS1	19	5	0.0143246	0.0365281	0.316797	0.588532	0.596327	0.831751	1.06043	1.01846	0.842251	1
PABPC1	15	8	0.0349249	0.0507559	0.0593284	0.0543285	0.128938	0.542072	1.00281	1.07191	0.839485	1
DYRK1A|DYRK1B	1	1	0.0556209	0.0311255	0.0960743	0.182768	0.39397	0.878502	1.0968	1.03891	0.77418	1
FAM175B	9	5	0.123566	0.45063	0.463549	0.729527	0.760342	0.878017	0.951197	0.987064	0.787613	1
SEPT2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAD2L1BP	3	2	0.0290444	0.0870484	0.0693563	0.106282	0.172762	0.3159	0.398604	0.72756	1.05098	1
USP5	25	12	0.00748126	0.0202759	0.0530291	0.139454	0.282122	0.631434	0.929366	1.01358	0.818416	1
ARPC1B	18	9	0.034174	0.162803	0.327824	0.428609	0.547621	0.765178	0.959702	1.0024	0.805179	1
ARPC2	23	11	0.0315648	0.23006	0.393068	0.672611	0.851906	1.00502	1.10712	1.05345	0.796574	1
ARPC3	8	4	0.0394014	0.117292	0.35695	0.499523	0.618901	0.991005	1.22992	1.01313	0.827631	1
CBX5	3	2	0.0277646	0.0639775	0.054159	0.0743393	0.184844	0.570436	0.971271	1.13052	0.812497	1
GCDH	23	8	0.0595882	0.320877	0.635559	1.07491	1.2027	1.34405	1.26885	1.05439	1.03605	1
KHSRP	54	18	0.204851	0.291102	0.37509	0.457249	0.407044	0.620328	0.754065	0.913756	0.809188	1
GMIP	7	6	0.0148666	0.0372735	0.032843	0.0385584	0.0523023	0.101644	0.473996	0.749638	0.769901	1
ARAF	13	9	0.0470327	0.0744146	0.0768776	0.0970716	0.105696	0.200622	0.562955	0.872738	0.779771	1
PRPF4	13	8	0.0473546	0.0783109	0.131473	0.185305	0.366317	1.05175	2.60814	1.60983	0.864099	1
RAB11A|RAB11B	13	5	0.0687664	0.222302	0.381737	0.693995	0.824952	1.00494	1.09689	1.09265	0.900686	1
PHGDH	104	21	0.0379357	0.0774243	0.454157	0.735759	0.705878	0.913434	1.01998	0.995765	0.797354	1
MAP3K4	15	12	0.0513363	0.0546875	0.0731301	0.0935508	0.140049	0.43596	0.791611	0.861005	0.896251	1
LMTK2	1	1	0.0686755	0.219021	0.340485	0.455988	0.631595	0.810663	1.11365	0.941507	0.935086	1
UNC119B	1	1	0.0793707	0.0999435	0.0869544	0.106063	0.165416	0.363422	0.823653	1.00732	0.827339	1
SF3B2	19	11	0.0497338	0.06111	0.0701844	0.118475	0.26065	0.430478	0.73876	0.843007	0.737316	1
OR7D2|OS9	1	1	0.625588	0.63285	0.655339	0.893252	0.390202	0.536375	0.666861	0.581276	0.688223	1
GOLGA4	14	12	0.0234479	0.0565922	0.066906	0.0649572	0.0740994	0.144516	0.32555	0.686624	0.730408	1
UBE2I	2	2	0.0873154	0.117294	0.137593	0.164132	0.300949	0.495275	0.725305	0.746452	0.837437	1
SUPT4H1	6	2	0.04219	0.0692723	0.0993098	0.174079	0.189121	0.449062	0.955229	1.08046	1.33466	1
AIDA	2	2	0.00630268	0.0124904	0.0322611	0.122676	0.256172	0.52867	0.890849	0.890693	0.859315	1
EXOC1	14	10	0.0135408	0.0373701	0.041452	0.0564839	0.0575715	0.0717267	0.443663	0.775072	0.711021	1
PTPRC	15	6	0.153057	0.387633	0.549599	0.771415	0.540879	0.799357	0.953743	0.754013	0.787622	1
DYNC1I2	4	3	0.0316062	0.091544	0.320179	0.928093	0.787766	0.985728	1.13112	1.0989	0.995439	1
PIK3R1	9	6	0.01789	0.0320115	0.0266343	0.0381258	0.0899455	0.480413	0.877519	0.94514	0.81789	1
ACAD8	6	2	0.0163925	0.0941593	0.165875	0.398232	0.589279	0.875184	1.0275	0.981334	0.87631	1
ULK3	2	2	0	0.0669708	0.0799106	0.110518	0.0488872	0.0591522	0.543194	0.887489	0.892952	1
TTC5	1	1	0.0032006	0.0116671	0.0109914	0.00875655	0.0024008	0	0.220228	0.68121	0.64165	1
MKLN1	2	2	0.0760395	0.111288	0.143149	0.283037	0.383535	0.783379	0.990066	0.840602	0.761205	1
MRPS10	2	2	0.0239668	0.0489781	0.0734897	0.0445163	0.143781	0.725615	0.851627	0.796745	0.983285	1
NT5C3B	6	5	0.0239107	0.0280935	0.0385704	0.0667011	0.123003	0.575403	0.954027	1.02427	0.853808	1
EIF4A3	19	8	0.0184087	0.0396849	0.0804191	0.176323	0.688634	1.10054	1.15276	1.10603	0.874359	1
FAM171A2	1	1	0.105359	0.233045	0.393171	0.405163	0.557779	0.494978	0.861352	1.08033	0.781275	1
NADSYN1	6	4	0.0329674	0.20608	0.483986	0.684556	0.774791	0.921451	1.1026	0.988599	0.74591	1
ABHD10	12	6	0.0738909	1.20957	1.6563	1.91906	1.62409	1.33122	1.26502	0.908076	1.05615	1
PDHA2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDF1	6	3	0.521215	0.639548	0.645314	0.622657	0.495698	0.906225	1.27446	1.07619	0.90856	1
HSCB	2	2	0.0660185	0.109377	0.100764	0.203986	0.385221	0.74429	0.900664	0.927674	0.97992	1
RAP1GDS1	24	11	0.0494126	0.081763	0.0808492	0.0975108	0.164838	0.238605	0.767337	0.945505	0.81201	1
NLE1	5	4	0.0820969	0.181849	0.240151	0.406424	0.464624	0.65594	0.796589	1.00787	0.80383	1
KBTBD4	2	2	0.0220251	0.049666	0.146538	0.273954	0.577461	0.703128	0.964284	0.988967	0.86548	1
PDE12	7	5	0.0271933	0.0559783	0.111356	0.14281	0.41624	0.751196	0.917421	0.943632	0.844887	1
KRT17	1	1	0.108229	0.1843	0.23496	0.182475	0.478044	0.511625	0.376582	0.464767	0.989495	1
TBC1D10A	3	3	0.0380265	0.0681432	0.0748465	0.131814	0.137148	0.238454	0.695861	0.973073	0.850641	1
CEP152	1	1	0.0775343	0.0666577	0.582155	0.560219	1.26067	0.263951	0.801624	0.76538	0.212969	1
LRPPRC	83	40	0.0202089	0.0328072	0.0353407	0.0415998	0.0473782	0.054785	0.309741	0.898088	1.10718	1
ARL6IP4	1	1	0.0971613	0.12062	0.202362	0.179637	0.266927	0.444571	0.729616	0.718363	0.788366	1
ATR	1	1	0.0190484	0.0395559	0.0661831	0.086574	0.115242	0.329764	0.864125	0.710822	0.581164	1
PRKAR2A	17	10	0.019072	0.0426422	0.0515405	0.195727	0.451484	0.654841	0.838841	1.0002	0.827957	1
NUMA1	23	20	0.0397576	0.0610184	0.0624799	0.0816822	0.100381	0.216365	0.491254	0.658402	0.764565	1
NFKB1	5	5	0.0111728	0.0172431	0.0136624	0.0304008	0.0535445	0.113395	0.446588	0.822853	0.92676	1
COL6A3	2	1	0	0.173569	0.887794	0.906636	0.534044	0.769837	0.690181	0.751465	0.853316	1
RPE	4	3	0.0624839	0.206252	0.408566	0.704972	0.694503	0.895125	1.21232	1.10263	0.875174	1
TLK2	5	4	0.0164736	0.0478584	0.0376577	0.116149	0.328821	0.595749	0.79512	0.86625	0.815632	1
KIAA1143	7	3	0.39512	0.694346	0.556173	0.726663	0.628296	0.772292	0.941084	1.05191	0.908158	1
CDC73	14	11	0.017979	0.0271465	0.0410977	0.0687796	0.0755527	0.100126	0.184791	0.70263	0.798144	1
SPECC1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTD1	11	5	0.444569	0.530794	0.520154	0.60766	0.60664	0.830505	0.867276	0.870666	0.775636	1
NSUN6	10	5	0.0752377	0.089553	0.0754273	0.180538	0.363808	0.652085	0.899732	1.0058	0.842304	1
TBCK	1	1	0.0196973	0.0298937	0.0382167	0.0581898	0.0714593	0.096062	0.771214	0.763417	0.757033	1
ARL5B	2	1	0.00611498	0.0050744	0.0126013	0.0290775	0.0846814	0.1547	0.40636	0.659706	0.742319	1
DARS2	25	11	0.038324	0.146022	0.317265	0.782779	0.961605	1.11424	1.17505	1.00844	1.08823	1
RPS6KA3	34	15	0.0149967	0.0341336	0.0484491	0.0901105	0.128545	0.519354	0.956181	1.01901	0.84203	1
ZAK	5	4	0.0179151	0.0533581	0.0716675	0.271984	0.417554	0.621814	0.910566	0.951148	0.849003	1
TMOD3	19	6	0.0126206	0.0214783	0.0266989	0.0416116	0.0686457	0.137467	0.443444	0.848567	0.756183	1
C15orf57	1	1	0.253505	0.337164	0.158595	0.353166	0.514752	0.677358	0.802993	1.01293	0.863226	1
UBAP2L	2	1	0.365146	0.684271	0.656196	0.785539	0.665534	0.875685	1.41993	1.14408	0.807272	1
ARHGEF7	6	3	0.0140558	0.0426674	0.0610387	0.0633933	0.0853518	0.154152	0.527406	0.833658	0.80741	1
EIF3A	1	1	0	0.0210712	0.167219	0.117112	0.189366	0.60872	2.80915	0.857445	0.800938	1
SAFB2	4	3	0.248844	0.366832	0.420193	0.535334	0.511788	0.680243	1.00451	1.01793	0.828828	1
RAVER1	3	3	0.0119329	0.0265539	0.0347677	0.0429346	0.0470259	0.0730807	0.173223	0.534731	0.727833	1
VWA8	1	1	0	0.09598	0.104462	0.14181	0.158497	0.503338	0.924707	0.875997	1.03107	1
TPM3	1	1	0.32865	0.630434	0.454948	0.893647	0.418826	1.01094	1.05744	1.08751	1.02774	1
HUWE1	68	40	0.034282	0.0604445	0.0675471	0.0947955	0.174133	0.532987	1.32913	1.07164	0.763794	1
PLEKHF1	1	1	0.106646	0.16575	0.11873	0.167864	0.156578	0.180994	0.48042	0.984586	0.797041	1
LYSMD1	1	1	0.0534643	0.10362	0.221257	0.186692	0.224443	0.468251	0.809223	0.94499	0.755937	1
RASSF5|FLJ00186	4	3	0.026055	0.0322445	0.0688918	0.165825	0.318027	0.544336	0.744436	0.925049	0.810478	1
DHRS4	6	4	0.039747	0.0782388	0.275965	0.775898	0.782453	1.11978	1.01819	1.08494	0.954771	1
NT5DC2	5	3	0.0896535	0.135477	0.253038	0.99287	1.19365	1.32688	1.24283	1.05907	1.10848	1
TUBA4B	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSFM	2	2	0.012663	0.0176966	0.030945	0.0378543	0.072944	0.112123	0.41647	0.69786	1.14893	1
HAUS3	9	6	0.0128439	0.0323521	0.0368961	0.0480887	0.0605065	0.0867183	0.20442	0.751729	0.756462	1
